user_id,product_id,timestamp,day_of_week
1,1,974044800,0
1,2,974044800,0
1,3,980006400,6
1,4,980006400,6
1,5,980006400,6
1,6,981129600,5
1,7,981129600,5
1,8,981129600,5
1,1,981129600,5
1,9,981129600,5
1,10,981734400,5
2,11,973958400,6
2,12,973958400,6
2,13,975168000,6
2,12,975168000,6
2,14,975168000,6
2,15,975254400,0
2,16,975254400,0
2,17,975254400,0
2,18,975254400,0
2,19,975254400,0
2,20,975254400,0
2,21,978710400,5
2,22,978710400,5
2,23,978710400,5
2,24,978710400,5
2,25,978710400,5
2,26,978710400,5
2,27,978710400,5
3,28,981216000,6
3,29,981216000,6
3,30,981216000,6
3,31,981216000,6
3,32,981734400,5
3,33,981734400,5
3,34,981734400,5
3,35,981734400,5
3,36,981734400,5
3,37,981734400,5
3,38,981734400,5
3,39,981734400,5
3,40,981734400,5
3,41,981734400,5
4,42,973094400,3
4,43,973094400,3
4,44,973094400,3
4,45,973094400,3
4,46,973094400,3
4,36,973094400,3
4,47,973094400,3
4,48,973094400,3
4,49,973094400,3
4,50,973440000,0
4,49,973440000,0
4,51,980265600,2
4,52,980265600,2
4,53,980265600,2
5,54,975686400,5
5,55,975686400,5
5,56,975686400,5
5,57,975686400,5
5,58,975686400,5
5,59,975686400,5
5,60,975686400,5
5,61,975686400,5
5,62,975686400,5
5,63,975686400,5
5,64,975686400,5
5,65,975686400,5
5,66,975686400,5
5,16,975686400,5
5,67,975686400,5
5,68,975686400,5
5,69,975686400,5
5,70,975686400,5
5,71,975686400,5
5,72,975686400,5
5,73,975686400,5
5,74,975686400,5
5,75,975686400,5
5,76,975686400,5
5,77,975686400,5
5,78,975686400,5
5,79,975686400,5
5,80,975686400,5
5,81,975686400,5
5,82,975686400,5
5,83,975686400,5
5,84,975686400,5
5,85,975686400,5
5,86,975686400,5
5,87,978451200,2
5,88,978451200,2
5,89,978451200,2
5,90,978451200,2
5,63,978451200,2
5,91,978451200,2
5,92,978451200,2
5,93,978451200,2
5,15,978451200,2
5,16,978451200,2
5,94,978451200,2
5,95,978451200,2
5,96,978451200,2
5,97,978451200,2
5,98,978451200,2
5,99,978451200,2
5,100,978451200,2
5,85,978451200,2
5,101,978451200,2
5,86,978451200,2
5,102,978451200,2
6,103,976204800,4
6,104,976204800,4
6,105,977760000,1
6,106,977760000,1
6,103,980956800,3
6,107,980956800,3
6,9,980956800,3
6,108,980956800,3
6,104,980956800,3
6,8,981561600,3
6,109,981561600,3
7,110,976809600,4
7,111,976809600,4
7,112,979315200,5
7,113,979315200,5
7,114,979315200,5
7,73,979315200,5
7,115,979315200,5
7,116,979315200,5
7,117,979315200,5
8,118,974476800,5
8,119,974476800,5
8,120,974476800,5
8,121,974476800,5
8,122,974476800,5
8,123,974476800,5
8,124,974476800,5
8,125,974476800,5
8,126,974476800,5
8,127,974476800,5
8,128,974476800,5
9,129,975772800,6
9,130,975772800,6
9,131,975772800,6
9,132,975772800,6
9,52,975772800,6
9,133,975772800,6
9,16,975772800,6
9,134,975772800,6
9,135,975772800,6
9,136,975772800,6
9,137,975772800,6
9,138,975772800,6
9,139,975772800,6
9,140,975772800,6
9,141,975772800,6
9,142,975772800,6
9,143,975772800,6
9,144,975772800,6
9,127,975772800,6
9,145,975772800,6
9,146,975772800,6
9,147,976377600,6
9,148,976377600,6
9,149,976377600,6
9,150,976377600,6
9,151,976377600,6
9,152,976377600,6
9,153,976377600,6
9,154,976377600,6
9,155,976377600,6
9,156,976377600,6
9,145,976377600,6
9,157,976377600,6
9,158,976377600,6
9,159,976377600,6
9,160,976377600,6
10,161,981302400,0
10,162,981302400,0
10,163,981302400,0
10,164,981302400,0
10,165,981302400,0
10,166,981302400,0
11,167,978451200,2
11,168,978451200,2
11,169,978451200,2
11,170,978451200,2
11,171,978451200,2
11,172,978451200,2
11,173,978451200,2
11,174,978451200,2
11,175,978451200,2
11,176,978451200,2
11,177,978451200,2
11,178,980092800,0
11,179,980092800,0
11,180,980092800,0
11,181,980092800,0
11,182,980092800,0
11,183,980092800,0
11,184,980092800,0
11,185,980092800,0
11,186,980092800,0
11,187,980092800,0
11,188,980092800,0
12,189,976896000,5
12,190,976896000,5
12,191,976896000,5
12,192,976896000,5
12,193,976896000,5
12,194,976896000,5
12,195,978796800,6
12,196,978796800,6
12,197,978796800,6
12,198,978796800,6
12,199,978796800,6
12,140,978796800,6
12,200,978796800,6
12,201,978796800,6
12,202,978796800,6
12,203,978796800,6
12,204,979574400,1
12,205,979574400,1
12,206,979574400,1
12,207,979574400,1
12,208,979574400,1
12,209,979574400,1
12,210,979574400,1
12,211,979574400,1
12,212,979574400,1
12,213,979574400,1
12,214,979574400,1
12,215,979574400,1
12,216,979574400,1
12,217,979574400,1
12,164,979574400,1
12,218,979574400,1
12,219,982512000,0
12,147,982512000,0
12,220,982512000,0
12,221,982512000,0
12,159,982512000,0
13,222,976291200,5
13,223,976291200,5
13,224,976291200,5
13,225,976291200,5
13,226,976291200,5
13,132,976291200,5
13,227,976291200,5
13,228,976291200,5
13,229,976291200,5
13,230,976291200,5
13,231,976291200,5
13,232,976291200,5
13,233,976291200,5
13,234,976291200,5
13,235,976291200,5
13,236,976291200,5
13,237,976291200,5
13,238,976291200,5
13,239,976291200,5
13,240,976291200,5
13,241,976291200,5
13,242,976291200,5
13,243,976291200,5
13,244,976291200,5
13,245,976291200,5
13,246,976291200,5
13,247,976291200,5
13,248,976291200,5
13,249,976291200,5
13,250,976291200,5
13,251,976291200,5
13,252,976291200,5
13,253,976291200,5
13,254,976291200,5
13,255,976291200,5
13,256,976291200,5
13,257,977500800,5
13,258,977500800,5
13,259,977500800,5
13,260,977500800,5
13,261,977500800,5
13,262,977500800,5
13,263,977500800,5
13,264,977500800,5
13,265,977500800,5
13,266,977500800,5
13,267,977500800,5
13,268,977500800,5
13,269,977500800,5
13,270,977500800,5
13,271,977500800,5
13,272,977500800,5
13,273,977500800,5
13,274,977500800,5
13,275,977500800,5
13,276,977500800,5
13,277,977500800,5
13,278,977500800,5
13,279,977500800,5
13,280,977500800,5
13,281,977500800,5
13,282,977500800,5
13,283,977500800,5
13,284,977500800,5
13,285,977500800,5
13,286,977500800,5
13,287,977500800,5
13,288,981043200,4
13,289,981043200,4
13,22,981043200,4
13,290,981043200,4
13,226,981043200,4
13,291,981043200,4
13,292,981043200,4
13,270,981043200,4
13,15,981043200,4
13,293,981043200,4
13,294,981043200,4
13,295,981043200,4
13,232,981043200,4
13,296,981043200,4
13,297,981043200,4
13,298,981043200,4
13,299,981043200,4
13,300,981043200,4
13,238,981043200,4
13,239,981043200,4
13,240,981043200,4
13,241,981043200,4
13,301,981043200,4
13,153,981043200,4
13,302,981043200,4
13,303,981043200,4
13,304,981043200,4
13,217,981043200,4
13,305,981043200,4
13,11,981043200,4
13,306,981043200,4
13,307,981043200,4
13,308,981043200,4
13,309,981043200,4
13,310,981043200,4
13,311,981043200,4
13,312,981043200,4
13,313,981043200,4
14,180,982080000,2
14,314,982080000,2
14,315,982080000,2
14,316,982080000,2
14,317,982080000,2
14,318,982080000,2
14,319,982080000,2
14,320,982080000,2
14,321,982080000,2
14,322,982080000,2
14,323,982080000,2
14,324,982080000,2
15,325,973872000,5
15,123,973872000,5
15,114,973872000,5
15,326,973872000,5
15,127,973872000,5
15,136,975081600,5
15,327,975081600,5
15,328,975081600,5
15,329,975081600,5
15,330,975081600,5
15,331,975081600,5
15,332,975081600,5
15,333,975081600,5
15,334,975081600,5
15,133,975772800,6
15,335,975772800,6
15,336,975772800,6
15,337,976896000,5
15,338,976896000,5
15,137,976896000,5
15,339,977500800,5
15,340,977500800,5
15,341,977500800,5
15,342,977500800,5
15,343,978710400,5
15,36,978710400,5
15,344,978710400,5
15,345,978710400,5
15,346,979315200,5
15,347,979315200,5
15,11,979315200,5
15,348,979315200,5
15,333,979315200,5
15,137,981129600,5
15,349,981129600,5
15,350,982339200,5
15,351,982339200,5
15,317,982339200,5
15,352,982771200,3
15,353,982771200,3
15,354,982944000,5
15,355,982944000,5
15,356,982944000,5
15,357,982944000,5
15,351,982944000,5
15,136,982944000,5
16,358,981820800,6
16,359,981820800,6
16,360,981820800,6
16,361,981820800,6
16,362,981820800,6
16,363,981820800,6
16,364,981820800,6
16,365,981820800,6
16,366,981820800,6
16,367,981820800,6
16,368,981820800,6
16,369,981820800,6
16,370,981820800,6
16,371,981820800,6
17,372,975427200,2
17,373,975427200,2
17,374,975427200,2
17,375,975427200,2
